,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_hours,delay_minutes,delay
10404,542977,364530,mobile,ended,-41.0,540811.0,0.0,-1.0,19.0,early
10405,543054,388895,mobile,ended,137.0,545117.0,600.0,2.0,17.0,late
10406,557855,406559,connect,ended,0.0,,,0.0,0.0,on time
10407,558151,388311,mobile,ended,102.0,,,1.0,42.0,late
10408,558167,340112,mobile,ended,45.0,,,0.0,45.0,late
10410,558338,381857,connect,ended,-71.0,,,-2.0,49.0,early
10411,558460,335341,mobile,ended,13.0,,,0.0,13.0,late
10413,558738,378485,connect,ended,30.0,,,0.0,30.0,late
10416,558821,228776,mobile,ended,-13.0,,,-1.0,47.0,early
10417,558870,279324,mobile,ended,74.0,,,1.0,14.0,late
10418,558943,349006,mobile,ended,-1.0,,,-1.0,59.0,early
10420,559175,368801,mobile,ended,10.0,,,0.0,10.0,late
10421,559255,394286,mobile,ended,45.0,,,0.0,45.0,late
10422,559301,352650,connect,ended,3.0,,,0.0,3.0,late
10423,559302,359504,mobile,ended,6.0,,,0.0,6.0,late
10424,559310,401066,mobile,ended,,,,,,on time
10425,559348,369845,mobile,ended,-168.0,,,-3.0,12.0,early
10427,559460,306935,mobile,ended,-507.0,,,-9.0,33.0,early
10429,559670,305956,mobile,ended,94.0,,,1.0,34.0,late
10430,559686,370049,mobile,ended,-29.0,,,-1.0,31.0,early
10431,559859,310049,mobile,ended,7.0,554407.0,120.0,0.0,7.0,late
10432,559921,379275,mobile,ended,-88.0,,,-2.0,32.0,early
10434,560085,220856,mobile,ended,-72.0,,,-2.0,48.0,early
10435,560116,341861,connect,ended,-26.0,,,-1.0,34.0,early
10437,560179,383485,mobile,ended,835.0,,,13.0,55.0,late
10438,560250,292634,mobile,ended,0.0,,,0.0,0.0,on time
10439,560294,404175,mobile,ended,-19.0,,,-1.0,41.0,early
10440,560350,355843,mobile,ended,-80.0,,,-2.0,40.0,early
10441,560351,367426,mobile,ended,,,,,,on time
10442,560408,398260,mobile,ended,,,,,,on time
10443,560444,325282,mobile,ended,21.0,,,0.0,21.0,late
10444,560467,356559,mobile,ended,86.0,,,1.0,26.0,late
10445,560567,408744,connect,ended,-40.0,,,-1.0,20.0,early
10446,560686,370907,mobile,ended,,526426.0,600.0,,,on time
10447,560953,241032,mobile,ended,11.0,,,0.0,11.0,late
10448,561019,369706,mobile,ended,1431.0,,,23.0,51.0,late
10449,561113,369648,connect,ended,-2109.0,,,-36.0,51.0,early
10450,561240,310681,connect,ended,-25.0,,,-1.0,35.0,early
10451,561439,331714,mobile,ended,32.0,,,0.0,32.0,late
10452,561440,395948,mobile,ended,-5.0,,,-1.0,55.0,early
10453,561655,376124,mobile,ended,32.0,,,0.0,32.0,late
10454,561761,364907,connect,ended,-78.0,560285.0,720.0,-2.0,42.0,early
10455,561782,383804,connect,ended,130.0,,,2.0,10.0,late
10456,561794,370107,mobile,ended,26.0,,,0.0,26.0,late
10457,561824,394656,connect,ended,143.0,,,2.0,23.0,late
10459,561829,386211,mobile,ended,-16.0,,,-1.0,44.0,early
10460,562358,411798,mobile,ended,-236.0,,,-4.0,4.0,early
10461,562769,248539,mobile,ended,117.0,,,1.0,57.0,late
10462,562819,354504,mobile,ended,71.0,,,1.0,11.0,late
10463,562920,355795,mobile,ended,-16.0,,,-1.0,44.0,early
10465,558625,410151,mobile,ended,217.0,,,3.0,37.0,late
10466,558653,407432,connect,ended,-161.0,,,-3.0,19.0,early
10467,558730,402528,connect,ended,6.0,,,0.0,6.0,late
10468,558747,322943,mobile,ended,32.0,,,0.0,32.0,late
10469,559044,357235,mobile,ended,1448.0,,,24.0,8.0,late
10470,559202,410710,mobile,ended,30.0,,,0.0,30.0,late
10471,559489,405228,mobile,ended,,,,,,on time
10472,559690,319713,mobile,ended,-83.0,,,-2.0,37.0,early
10473,559709,379889,mobile,ended,-2.0,554879.0,90.0,-1.0,58.0,early
10474,559784,399172,connect,ended,26.0,,,0.0,26.0,late
10475,560187,392805,mobile,ended,139.0,,,2.0,19.0,late
10476,560269,405004,mobile,ended,189.0,,,3.0,9.0,late
10477,560278,362187,connect,ended,-151.0,559898.0,690.0,-3.0,29.0,early
10478,560319,390467,connect,ended,-61.0,554129.0,720.0,-2.0,59.0,early
10479,560328,352500,mobile,ended,99.0,,,1.0,39.0,late
10480,560430,319375,mobile,ended,,,,,,on time
10481,560443,276920,mobile,ended,,,,,,on time
10482,560459,382700,mobile,ended,,,,,,on time
10483,560568,390702,connect,ended,-106.0,549612.0,720.0,-2.0,14.0,early
10485,560606,402562,connect,ended,,544791.0,630.0,,,on time
10486,560790,173061,connect,ended,,559663.0,90.0,,,on time
10487,560801,368432,mobile,ended,3.0,,,0.0,3.0,late
10488,560917,397817,mobile,ended,-107.0,,,-2.0,13.0,early
10490,561082,377312,mobile,ended,268.0,,,4.0,28.0,late
10491,561118,385972,mobile,ended,57.0,,,0.0,57.0,late
10492,561155,406551,connect,ended,-43.0,,,-1.0,17.0,early
10493,561214,261576,mobile,ended,-99.0,,,-2.0,21.0,early
10494,561268,340036,mobile,ended,2.0,,,0.0,2.0,late
10495,561375,271621,mobile,ended,25.0,,,0.0,25.0,late
10496,561446,307470,mobile,ended,33.0,,,0.0,33.0,late
10497,561532,336754,mobile,ended,277.0,,,4.0,37.0,late
10498,561617,173061,connect,ended,27.0,,,0.0,27.0,late
10499,561628,408972,mobile,ended,281.0,,,4.0,41.0,late
10501,561681,352441,mobile,ended,1422.0,,,23.0,42.0,late
10502,561758,400507,mobile,ended,54.0,,,0.0,54.0,late
10503,561810,309517,mobile,ended,-25.0,,,-1.0,35.0,early
10504,562010,380069,mobile,ended,-96.0,,,-2.0,24.0,early
10505,562060,284552,mobile,ended,-38.0,,,-1.0,22.0,early
10506,562131,290847,mobile,ended,10.0,,,0.0,10.0,late
10508,562371,409499,mobile,ended,94.0,,,1.0,34.0,late
10509,562393,350769,mobile,ended,39.0,,,0.0,39.0,late
10510,562476,325301,mobile,ended,133.0,,,2.0,13.0,late
10512,562589,353425,connect,ended,51.0,,,0.0,51.0,late
10514,562708,391370,connect,ended,41.0,,,0.0,41.0,late
10515,554240,341136,mobile,ended,169.0,,,2.0,49.0,late
10516,554408,366371,connect,ended,-121.0,,,-3.0,59.0,early
10518,554547,305307,mobile,ended,70.0,,,1.0,10.0,late
10519,554565,406609,mobile,ended,31.0,,,0.0,31.0,late
10520,554728,398788,mobile,ended,1589.0,,,26.0,29.0,late
10521,554741,381275,mobile,ended,-152.0,,,-3.0,28.0,early
10522,554781,319365,mobile,ended,5.0,,,0.0,5.0,late
10523,555042,338647,mobile,ended,-33.0,,,-1.0,27.0,early
10524,555054,298596,mobile,ended,69.0,,,1.0,9.0,late
10526,555379,321170,mobile,ended,9.0,,,0.0,9.0,late
10527,555434,385378,mobile,ended,1634.0,553002.0,210.0,27.0,14.0,late
10528,555483,204410,mobile,ended,23.0,,,0.0,23.0,late
10529,555541,371933,mobile,ended,19.0,,,0.0,19.0,late
10530,555602,353503,mobile,ended,,,,,,on time
10531,555658,353425,connect,ended,-89.0,,,-2.0,31.0,early
10532,555718,393126,mobile,ended,55.0,,,0.0,55.0,late
10533,555740,349354,mobile,ended,58.0,,,0.0,58.0,late
10534,555761,361371,mobile,ended,-11.0,,,-1.0,49.0,early
10535,555762,181625,connect,ended,39.0,564963.0,540.0,0.0,39.0,late
10536,555881,349743,mobile,ended,-5.0,,,-1.0,55.0,early
10537,555978,411746,mobile,ended,118.0,,,1.0,58.0,late
10539,556009,308565,mobile,ended,9.0,,,0.0,9.0,late
10540,556077,320438,mobile,ended,-20.0,,,-1.0,40.0,early
10541,556100,293785,mobile,ended,867.0,,,14.0,27.0,late
10542,556233,410175,mobile,ended,,,,,,on time
10543,556451,405211,mobile,ended,585.0,,,9.0,45.0,late
10544,556602,353986,mobile,ended,357.0,,,5.0,57.0,late
10545,556764,402130,mobile,ended,-530.0,,,-9.0,10.0,early
10546,556913,402359,mobile,ended,470.0,,,7.0,50.0,late
10547,556949,206938,mobile,ended,38.0,,,0.0,38.0,late
10548,556960,376652,mobile,ended,-13.0,,,-1.0,47.0,early
10549,557049,295860,mobile,ended,-19.0,,,-1.0,41.0,early
10551,557187,383309,mobile,ended,32.0,,,0.0,32.0,late
10553,557387,406091,mobile,ended,-73.0,,,-2.0,47.0,early
10554,557558,353078,mobile,ended,228.0,,,3.0,48.0,late
10556,557838,383804,connect,ended,117.0,545760.0,60.0,1.0,57.0,late
10557,557867,308974,mobile,ended,29.0,,,0.0,29.0,late
10558,557962,268753,mobile,ended,100.0,,,1.0,40.0,late
10559,558023,405253,mobile,ended,-303.0,,,-6.0,57.0,early
10560,558075,350489,mobile,ended,4.0,,,0.0,4.0,late
10561,558087,319463,mobile,ended,-5.0,,,-1.0,55.0,early
10562,558095,310447,mobile,ended,61.0,,,1.0,1.0,late
10563,558111,348462,mobile,ended,-13.0,,,-1.0,47.0,early
10564,558270,405828,mobile,ended,-112.0,,,-2.0,8.0,early
10565,558319,330795,mobile,ended,5.0,,,0.0,5.0,late
10566,558341,358480,mobile,ended,-244.0,,,-5.0,56.0,early
10567,558383,392142,mobile,ended,-12.0,,,-1.0,48.0,early
10568,558399,351340,mobile,ended,,,,,,on time
10569,558522,166540,connect,ended,-41.0,,,-1.0,19.0,early
10571,558556,406261,mobile,ended,299.0,,,4.0,59.0,late
10572,558590,366733,mobile,ended,43.0,,,0.0,43.0,late
10574,558662,340265,mobile,ended,,,,,,on time
10575,558696,294230,mobile,ended,-49.0,,,-1.0,11.0,early
10576,558833,192643,mobile,ended,,558823.0,0.0,,,on time
10577,558925,311707,connect,ended,39.0,,,0.0,39.0,late
10578,558975,196909,mobile,ended,89.0,,,1.0,29.0,late
10579,558991,331325,mobile,ended,6.0,,,0.0,6.0,late
10580,559041,410471,mobile,ended,17.0,,,0.0,17.0,late
10581,559108,275369,mobile,ended,-58.0,,,-1.0,2.0,early
10582,559141,299390,mobile,ended,-204.0,,,-4.0,36.0,early
10583,559163,354331,mobile,ended,11.0,,,0.0,11.0,late
10584,559246,284219,mobile,ended,-3.0,,,-1.0,57.0,early
10585,559251,405624,connect,ended,3.0,,,0.0,3.0,late
10586,559320,392669,mobile,ended,12.0,,,0.0,12.0,late
10587,559336,406124,connect,ended,,,,,,on time
10588,559358,326133,mobile,ended,32.0,,,0.0,32.0,late
10589,559392,177313,connect,ended,-84.0,,,-2.0,36.0,early
10591,559475,368448,mobile,ended,97.0,,,1.0,37.0,late
10592,559555,408714,mobile,ended,,,,,,on time
10593,559651,255326,mobile,ended,-46.0,,,-1.0,14.0,early
10595,559671,400899,mobile,ended,-5.0,,,-1.0,55.0,early
10596,559685,386259,connect,ended,-217.0,,,-4.0,23.0,early
10597,559702,400709,mobile,ended,,557217.0,300.0,,,on time
10598,559734,411635,mobile,ended,-25.0,,,-1.0,35.0,early
10599,559737,410856,mobile,ended,66.0,,,1.0,6.0,late
10600,559759,410052,mobile,ended,-56.0,556710.0,600.0,-1.0,4.0,early
10602,559796,367983,mobile,ended,-3.0,,,-1.0,57.0,early
10603,560031,297105,connect,ended,434.0,558934.0,720.0,7.0,14.0,late
10605,560109,414442,mobile,ended,14.0,,,0.0,14.0,late
10606,560110,404128,connect,ended,-75.0,,,-2.0,45.0,early
10608,560288,358978,connect,ended,-27.0,,,-1.0,33.0,early
10609,560478,285531,mobile,ended,12.0,,,0.0,12.0,late
10610,560555,395471,mobile,ended,6562.0,,,109.0,22.0,late
10611,560675,373893,connect,ended,-11.0,,,-1.0,49.0,early
10612,560896,391379,connect,ended,-37.0,559579.0,150.0,-1.0,23.0,early
10614,561032,403240,connect,ended,-1.0,,,-1.0,59.0,early
10615,561073,394002,mobile,ended,64.0,,,1.0,4.0,late
10616,561172,308265,mobile,ended,-19.0,,,-1.0,41.0,early
10617,561407,371665,mobile,ended,-626.0,,,-11.0,34.0,early
10618,561416,373893,connect,ended,-194.0,,,-4.0,46.0,early
10620,561664,403240,connect,ended,-232.0,561032.0,630.0,-4.0,8.0,early
10622,561690,410402,mobile,ended,87.0,,,1.0,27.0,late
10623,561825,370719,mobile,ended,-20.0,,,-1.0,40.0,early
10624,561877,409479,mobile,ended,29.0,,,0.0,29.0,late
10625,543106,405805,mobile,ended,-31.0,,,-1.0,29.0,early
10626,543189,367919,mobile,ended,59.0,,,0.0,59.0,late
10627,543345,409238,mobile,ended,23.0,,,0.0,23.0,late
10628,543446,336935,connect,ended,-52.0,,,-1.0,8.0,early
10629,543472,403665,mobile,ended,111.0,,,1.0,51.0,late
10630,543636,383720,mobile,ended,-62.0,,,-2.0,58.0,early
10631,543705,385606,mobile,ended,-1220.0,,,-21.0,40.0,early
10633,543910,314456,connect,ended,56.0,542971.0,0.0,0.0,56.0,late
10634,549759,334190,connect,ended,142.0,,,2.0,22.0,late
10635,549814,307819,mobile,ended,-45.0,,,-1.0,15.0,early
10637,550027,384983,mobile,ended,21.0,538603.0,420.0,0.0,21.0,late
10639,550066,394002,mobile,ended,3.0,,,0.0,3.0,late
10640,550092,294189,mobile,ended,115.0,,,1.0,55.0,late
10641,550185,386259,connect,ended,15.0,547975.0,180.0,0.0,15.0,late
10642,550219,375883,connect,ended,11.0,,,0.0,11.0,late
10643,550256,411731,mobile,ended,12.0,,,0.0,12.0,late
10645,550407,341861,connect,ended,-37.0,551209.0,120.0,-1.0,23.0,early
10646,550411,323762,mobile,ended,17.0,549767.0,600.0,0.0,17.0,late
10647,550430,368432,mobile,ended,-5.0,,,-1.0,55.0,early
10648,550448,357530,connect,ended,-7.0,,,-1.0,53.0,early
10652,550648,329331,mobile,ended,-14.0,,,-1.0,46.0,early
10653,550690,337933,mobile,ended,-63.0,,,-2.0,57.0,early
10654,550756,402500,mobile,ended,28.0,,,0.0,28.0,late
10655,550803,209377,mobile,ended,76.0,,,1.0,16.0,late
10656,550829,291856,connect,ended,-238.0,,,-4.0,2.0,early
10658,550839,313602,connect,ended,-7.0,,,-1.0,53.0,early
10659,550881,360459,mobile,ended,-28.0,,,-1.0,32.0,early
10660,550949,408921,mobile,ended,31.0,,,0.0,31.0,late
10661,551221,351776,mobile,ended,105.0,,,1.0,45.0,late
10662,551234,374807,mobile,ended,73.0,,,1.0,13.0,late
10663,551366,318692,mobile,ended,70.0,,,1.0,10.0,late
10664,551388,341861,connect,ended,-52.0,,,-1.0,8.0,early
10665,551402,385721,connect,ended,94.0,,,1.0,34.0,late
10666,551529,406036,mobile,ended,,,,,,on time
10668,551995,345080,connect,ended,57.0,,,0.0,57.0,late
10669,552083,400337,mobile,ended,209.0,,,3.0,29.0,late
10670,552095,351623,mobile,ended,-1124.0,,,-19.0,16.0,early
10671,552189,321170,mobile,ended,12.0,537078.0,300.0,0.0,12.0,late
10672,552314,359800,mobile,ended,-11.0,,,-1.0,49.0,early
10673,552340,203912,mobile,ended,-5.0,,,-1.0,55.0,early
10674,552422,364079,mobile,ended,-293.0,,,-5.0,7.0,early
10675,552486,317770,connect,ended,-37.0,,,-1.0,23.0,early
10676,552693,383764,mobile,ended,,,,,,on time
10677,552745,314687,mobile,ended,-82.0,,,-2.0,38.0,early
10678,552842,358839,mobile,ended,17.0,,,0.0,17.0,late
10679,553140,388111,mobile,ended,-44.0,,,-1.0,16.0,early
10680,553160,399912,connect,ended,-67.0,,,-2.0,53.0,early
10681,553193,361668,mobile,ended,6.0,,,0.0,6.0,late
10682,553295,196207,mobile,ended,-7.0,,,-1.0,53.0,early
10683,553333,360520,mobile,ended,-23.0,,,-1.0,37.0,early
10684,553375,349006,mobile,ended,0.0,,,0.0,0.0,on time
10685,553377,295200,mobile,ended,145.0,,,2.0,25.0,late
10686,553402,386413,connect,ended,-37.0,551633.0,600.0,-1.0,23.0,early
10687,553409,402654,mobile,ended,,549265.0,570.0,,,on time
10688,553686,352528,connect,ended,35.0,,,0.0,35.0,late
10689,553782,259231,mobile,ended,-31.0,,,-1.0,29.0,early
10690,553852,343381,mobile,ended,-81.0,,,-2.0,39.0,early
10692,554298,385391,connect,ended,-131.0,,,-3.0,49.0,early
10693,554312,374698,mobile,ended,26.0,,,0.0,26.0,late
10694,554444,335970,mobile,ended,14.0,,,0.0,14.0,late
10695,554845,396484,mobile,ended,1556.0,,,25.0,56.0,late
10697,554987,295992,mobile,ended,1097.0,,,18.0,17.0,late
10698,555003,385378,mobile,ended,45.0,,,0.0,45.0,late
10699,555078,383540,mobile,ended,-12.0,,,-1.0,48.0,early
10700,543939,317237,mobile,ended,-78.0,,,-2.0,42.0,early
10702,544074,217819,mobile,ended,-46.0,,,-1.0,14.0,early
10703,544123,400333,mobile,ended,-299.0,,,-5.0,1.0,early
10704,544154,409406,mobile,ended,7.0,,,0.0,7.0,late
10705,544191,265917,mobile,ended,-7.0,,,-1.0,53.0,early
10706,544231,408188,mobile,ended,30.0,,,0.0,30.0,late
10708,544308,358633,mobile,ended,,,,,,on time
10709,544361,400171,mobile,ended,16.0,534370.0,0.0,0.0,16.0,late
10710,544500,383344,connect,ended,412.0,,,6.0,52.0,late
10712,544568,400067,mobile,ended,74.0,,,1.0,14.0,late
10713,544592,408169,mobile,ended,24.0,,,0.0,24.0,late
10714,544633,270091,mobile,ended,136.0,,,2.0,16.0,late
10715,544727,289383,mobile,ended,106.0,,,1.0,46.0,late
10716,544753,380478,mobile,ended,810.0,526537.0,0.0,13.0,30.0,late
10717,544787,293992,mobile,ended,126.0,,,2.0,6.0,late
10719,544845,345408,mobile,ended,3.0,,,0.0,3.0,late
10720,544923,380038,mobile,ended,28.0,536646.0,600.0,0.0,28.0,late
10721,544943,335958,mobile,ended,-41.0,,,-1.0,19.0,early
10723,545030,368753,connect,ended,93.0,,,1.0,33.0,late
10724,545042,337311,mobile,ended,-77.0,,,-2.0,43.0,early
10725,545129,393183,mobile,ended,15.0,,,0.0,15.0,late
10726,545140,164719,mobile,ended,-15.0,,,-1.0,45.0,early
10727,545165,342067,mobile,ended,87.0,,,1.0,27.0,late
10728,545238,273468,mobile,ended,124.0,,,2.0,4.0,late
10729,545254,307717,mobile,ended,11.0,,,0.0,11.0,late
10730,545341,368391,mobile,ended,40.0,,,0.0,40.0,late
10731,545356,390927,connect,ended,81.0,,,1.0,21.0,late
10732,545362,400508,mobile,ended,45.0,,,0.0,45.0,late
10733,545402,381575,mobile,ended,,,,,,on time
10734,543583,360418,mobile,ended,-14.0,,,-1.0,46.0,early
10736,543693,277899,mobile,ended,213.0,,,3.0,33.0,late
10737,543713,355444,connect,ended,-36.0,541691.0,120.0,-1.0,24.0,early
10738,543857,343003,mobile,ended,,563709.0,720.0,,,on time
10739,543892,277564,mobile,ended,240.0,,,4.0,0.0,late
10742,544149,298516,connect,ended,-69.0,,,-2.0,51.0,early
10743,544211,343003,mobile,ended,,,,,,on time
10744,544415,400171,mobile,ended,-34.0,,,-1.0,26.0,early
10745,544454,378754,connect,ended,10.0,,,0.0,10.0,late
10747,544713,373666,mobile,ended,134.0,,,2.0,14.0,late
10748,544759,375307,mobile,ended,-427.0,,,-8.0,53.0,early
10749,544803,299063,connect,ended,-24.0,563652.0,30.0,-1.0,36.0,early
10750,544959,174243,mobile,ended,-305.0,,,-6.0,55.0,early
10751,544976,404610,mobile,ended,-18.0,,,-1.0,42.0,early
10752,545073,271582,mobile,ended,7.0,,,0.0,7.0,late
10753,545096,342085,connect,ended,-85.0,,,-2.0,35.0,early
10754,545198,410939,mobile,ended,-26.0,,,-1.0,34.0,early
10755,545392,397188,mobile,ended,13.0,,,0.0,13.0,late
10756,545397,393789,mobile,ended,13.0,,,0.0,13.0,late
10757,545409,411360,mobile,ended,-46.0,,,-1.0,14.0,early
10758,545491,380247,mobile,ended,5.0,,,0.0,5.0,late
10759,545600,334190,connect,ended,-922.0,,,-16.0,38.0,early
10760,545608,407419,connect,ended,-54.0,,,-1.0,6.0,early
10761,545669,338490,mobile,ended,,,,,,on time
10762,545677,409863,mobile,ended,47.0,,,0.0,47.0,late
10763,545690,314912,mobile,ended,-41.0,,,-1.0,19.0,early
10764,545748,270706,mobile,ended,31.0,,,0.0,31.0,late
10765,545768,335276,connect,ended,-27.0,,,-1.0,33.0,early
10766,545828,372027,mobile,ended,-60.0,540875.0,0.0,-1.0,0.0,early
10767,545874,410248,mobile,ended,-32.0,,,-1.0,28.0,early
10768,545888,300505,connect,ended,-137.0,,,-3.0,43.0,early
10769,545899,295349,mobile,ended,,541564.0,480.0,,,on time
10770,545909,373147,mobile,ended,-46.0,,,-1.0,14.0,early
10771,545982,362187,connect,ended,109.0,,,1.0,49.0,late
10772,546126,358876,mobile,ended,23.0,,,0.0,23.0,late
10773,546350,387223,mobile,ended,-12.0,,,-1.0,48.0,early
10775,546432,186958,mobile,ended,104.0,,,1.0,44.0,late
10776,546617,377509,mobile,ended,32.0,,,0.0,32.0,late
10777,546746,312931,mobile,ended,,,,,,on time
10778,546766,319807,mobile,ended,-105.0,,,-2.0,15.0,early
10779,546806,373198,mobile,ended,-22.0,,,-1.0,38.0,early
10780,546858,250303,mobile,ended,2763.0,,,46.0,3.0,late
10781,546980,408927,mobile,ended,11.0,,,0.0,11.0,late
10782,547069,381573,mobile,ended,41.0,,,0.0,41.0,late
10783,547113,406151,mobile,ended,40.0,,,0.0,40.0,late
10784,547138,227386,mobile,ended,-60.0,,,-1.0,0.0,early
10785,547221,370795,mobile,ended,32.0,,,0.0,32.0,late
10786,547238,349678,connect,ended,-652.0,,,-11.0,8.0,early
10787,547240,261576,mobile,ended,550.0,,,9.0,10.0,late
10788,547265,405733,mobile,ended,-26.0,,,-1.0,34.0,early
10789,547357,254689,connect,ended,-27.0,,,-1.0,33.0,early
10790,547524,382821,connect,ended,-93.0,,,-2.0,27.0,early
10791,547533,375892,connect,ended,-78.0,,,-2.0,42.0,early
10792,547599,339475,mobile,ended,96.0,,,1.0,36.0,late
10793,547666,310219,connect,ended,103.0,,,1.0,43.0,late
10794,547682,265917,mobile,ended,12.0,,,0.0,12.0,late
10795,547841,382302,connect,ended,-29.0,,,-1.0,31.0,early
10796,547941,377695,mobile,ended,,,,,,on time
10799,557288,365926,connect,ended,6.0,,,0.0,6.0,late
10800,557567,409695,mobile,ended,167.0,,,2.0,47.0,late
10801,557595,341710,mobile,ended,43.0,,,0.0,43.0,late
10802,557596,331337,connect,ended,188.0,,,3.0,8.0,late
10803,557638,405517,mobile,ended,-5.0,,,-1.0,55.0,early
10805,557739,370253,mobile,ended,-32.0,,,-1.0,28.0,early
10807,558086,374944,mobile,ended,32.0,,,0.0,32.0,late
10808,558218,406625,connect,ended,28.0,,,0.0,28.0,late
10809,558377,336672,connect,ended,-44.0,,,-1.0,16.0,early
10810,558387,399575,connect,ended,81.0,552753.0,0.0,1.0,21.0,late
10811,558483,245317,mobile,ended,46.0,,,0.0,46.0,late
10812,558489,411370,mobile,ended,161.0,,,2.0,41.0,late
10813,558504,195467,mobile,ended,,554248.0,450.0,,,on time
10814,558597,411791,mobile,ended,22.0,,,0.0,22.0,late
10815,558599,382646,mobile,ended,36.0,,,0.0,36.0,late
10816,558640,382124,mobile,ended,50.0,,,0.0,50.0,late
10817,558651,370513,mobile,ended,21.0,,,0.0,21.0,late
10818,558697,219981,mobile,ended,-141.0,,,-3.0,39.0,early
10819,558726,412728,mobile,ended,-93.0,,,-2.0,27.0,early
10820,558779,377209,mobile,ended,90.0,,,1.0,30.0,late
10821,558780,357530,connect,ended,-7.0,,,-1.0,53.0,early
10822,559026,223850,mobile,ended,145.0,,,2.0,25.0,late
10823,559046,192409,mobile,ended,-1.0,,,-1.0,59.0,early
10824,559089,357082,mobile,ended,-29.0,,,-1.0,31.0,early
10825,559103,401276,mobile,ended,50.0,,,0.0,50.0,late
10826,559172,342154,connect,ended,-39.0,,,-1.0,21.0,early
10827,559220,272430,connect,ended,-746.0,,,-13.0,34.0,early
10828,559282,314456,connect,ended,-106.0,566613.0,60.0,-2.0,14.0,early
10829,559322,317652,connect,ended,-78.0,,,-2.0,42.0,early
10830,559333,359365,mobile,ended,39.0,,,0.0,39.0,late
10831,559396,368604,connect,ended,-29.0,546242.0,90.0,-1.0,31.0,early
10832,559476,404041,connect,ended,-71.0,546640.0,720.0,-2.0,49.0,early
10833,559515,408389,mobile,ended,,,,,,on time
10834,559580,413908,mobile,ended,9.0,,,0.0,9.0,late
10836,559683,248926,mobile,ended,19.0,,,0.0,19.0,late
10837,559780,383177,mobile,ended,18.0,,,0.0,18.0,late
10838,559800,362498,mobile,ended,75.0,551850.0,150.0,1.0,15.0,late
10841,560095,409257,mobile,ended,2.0,,,0.0,2.0,late
10842,560169,367919,connect,ended,15.0,554745.0,0.0,0.0,15.0,late
10843,560209,360460,connect,ended,-18.0,,,-1.0,42.0,early
10844,539257,405571,mobile,ended,36.0,,,0.0,36.0,late
10846,539591,367507,mobile,ended,-58.0,,,-1.0,2.0,early
10847,539605,348632,mobile,ended,20.0,,,0.0,20.0,late
10848,539648,367452,mobile,ended,-4.0,,,-1.0,56.0,early
10850,539766,173712,mobile,ended,-480.0,,,-8.0,0.0,early
10852,539795,334108,mobile,ended,1077.0,,,17.0,57.0,late
10853,539887,268695,mobile,ended,-1.0,,,-1.0,59.0,early
10854,539997,365926,connect,ended,-67.0,,,-2.0,53.0,early
10855,540035,358772,connect,ended,51.0,537504.0,540.0,0.0,51.0,late
10857,540049,187450,mobile,ended,-22.0,,,-1.0,38.0,early
10858,540109,409454,mobile,ended,151.0,,,2.0,31.0,late
10860,543353,402084,mobile,ended,,,,,,on time
10861,543396,378014,mobile,ended,13.0,,,0.0,13.0,late
10862,543481,367452,mobile,ended,22.0,,,0.0,22.0,late
10863,543597,279908,mobile,ended,-443.0,,,-8.0,37.0,early
10864,543635,365266,connect,ended,-163.0,,,-3.0,17.0,early
10865,543665,397413,mobile,ended,7.0,541444.0,30.0,0.0,7.0,late
10866,543796,340616,connect,ended,17.0,,,0.0,17.0,late
10867,543931,190291,connect,ended,-173.0,535349.0,510.0,-3.0,7.0,early
10869,544023,198594,mobile,ended,100.0,,,1.0,40.0,late
10870,544043,312603,connect,ended,119.0,,,1.0,59.0,late
10871,544078,179079,mobile,ended,-4.0,,,-1.0,56.0,early
10872,544321,346341,mobile,ended,-533.0,,,-9.0,7.0,early
10874,544369,335239,mobile,ended,56.0,,,0.0,56.0,late
10875,544384,380708,connect,ended,49.0,,,0.0,49.0,late
10876,544472,330472,connect,ended,-33.0,,,-1.0,27.0,early
10877,544477,376239,mobile,ended,-37.0,,,-1.0,23.0,early
10878,544576,377119,connect,ended,-2.0,542935.0,360.0,-1.0,58.0,early
10879,544597,288973,mobile,ended,38.0,,,0.0,38.0,late
10880,544750,377781,mobile,ended,-50.0,,,-1.0,10.0,early
10881,544760,173376,mobile,ended,3.0,,,0.0,3.0,late
10883,544972,407389,mobile,ended,41.0,529569.0,270.0,0.0,41.0,late
10884,545005,362339,connect,ended,13.0,538954.0,570.0,0.0,13.0,late
10885,545008,402654,mobile,ended,,,,,,on time
10886,545105,320780,mobile,ended,167.0,540181.0,690.0,2.0,47.0,late
10887,545209,264513,mobile,ended,23.0,,,0.0,23.0,late
10888,545211,310661,mobile,ended,10.0,536387.0,450.0,0.0,10.0,late
10889,545224,307364,connect,ended,303.0,,,5.0,3.0,late
10890,545251,351597,connect,ended,-107.0,,,-2.0,13.0,early
10892,545327,343384,mobile,ended,-104.0,,,-2.0,16.0,early
10893,545345,310219,connect,ended,-55.0,,,-1.0,5.0,early
10894,545347,345260,mobile,ended,2.0,,,0.0,2.0,late
10895,545355,385629,connect,ended,109.0,,,1.0,49.0,late
10896,545413,310490,mobile,ended,78.0,,,1.0,18.0,late
10897,545455,215599,mobile,ended,45.0,,,0.0,45.0,late
