,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_hours,delay_minutes,delay
11065,562460,356106,connect,ended,18.0,,,0.0,18.0,late
11067,562514,272430,connect,ended,-25.0,562848.0,0.0,-1.0,35.0,early
11072,562871,220982,connect,ended,,,,,,on time
11074,562951,389785,connect,ended,7.0,,,0.0,7.0,late
11078,563251,383720,connect,ended,-33.0,554559.0,720.0,-1.0,27.0,early
11080,563372,289112,connect,ended,58.0,,,0.0,58.0,late
11082,563658,405179,connect,ended,20.0,,,0.0,20.0,late
11087,563805,352039,connect,ended,94.0,,,1.0,34.0,late
11093,564231,342362,connect,ended,-198.0,,,-4.0,42.0,early
11097,564559,410255,connect,ended,-260.0,,,-5.0,40.0,early
11102,564711,342710,connect,ended,41.0,,,0.0,41.0,late
11107,565280,398586,connect,ended,-137.0,,,-3.0,43.0,early
11115,565768,376491,connect,ended,-26.0,,,-1.0,34.0,early
11131,567313,285241,connect,ended,-768.0,,,-13.0,12.0,early
11137,567590,340369,connect,ended,-78.0,,,-2.0,42.0,early
11139,567667,305816,connect,ended,1.0,,,0.0,1.0,late
11152,509448,226355,connect,ended,-288.0,,,-5.0,12.0,early
11155,513305,175289,connect,ended,69.0,,,1.0,9.0,late
11156,515816,357860,connect,ended,-299.0,,,-5.0,1.0,early
11168,522130,401649,connect,ended,7.0,,,0.0,7.0,late
11176,545645,347208,connect,ended,-147.0,,,-3.0,33.0,early
11182,546183,317572,connect,ended,-2767.0,,,-47.0,53.0,early
11185,546290,342699,connect,ended,-36.0,,,-1.0,24.0,early
11188,546517,299670,connect,ended,-36.0,,,-1.0,24.0,early
11200,547783,194343,connect,ended,-61.0,545064.0,30.0,-2.0,59.0,early
11209,548220,373685,connect,ended,-2.0,,,-1.0,58.0,early
11210,548232,349678,connect,ended,-100.0,547238.0,180.0,-2.0,20.0,early
11215,548333,352393,connect,ended,,,,,,on time
11227,549264,356551,connect,ended,-18.0,,,-1.0,42.0,early
11233,549555,338243,connect,ended,-154.0,,,-3.0,26.0,early
11236,549714,346208,connect,ended,-126.0,553005.0,240.0,-3.0,54.0,early
11244,550343,396435,connect,ended,44.0,,,0.0,44.0,late
11245,550547,384193,connect,ended,-62.0,,,-2.0,58.0,early
11258,551284,336935,connect,ended,32.0,,,0.0,32.0,late
11270,555111,403250,connect,ended,20.0,,,0.0,20.0,late
11275,555451,390702,connect,ended,175.0,560568.0,120.0,2.0,55.0,late
11278,555637,300505,connect,ended,-1.0,545888.0,60.0,-1.0,59.0,early
11288,546740,319225,connect,ended,16.0,,,0.0,16.0,late
11292,546901,313772,connect,ended,-71.0,,,-2.0,49.0,early
11293,546917,195977,connect,ended,-313.0,,,-6.0,47.0,early
11314,548397,397217,connect,ended,1.0,,,0.0,1.0,late
11320,549021,190291,connect,ended,70.0,,,1.0,10.0,late
11334,549766,383625,connect,ended,-12.0,,,-1.0,48.0,early
11335,549825,403265,connect,ended,-18.0,,,-1.0,42.0,early
11339,550102,366371,connect,ended,-37.0,,,-1.0,23.0,early
11350,550469,342710,connect,ended,55.0,,,0.0,55.0,late
11357,550783,380239,connect,ended,-36.0,,,-1.0,24.0,early
11371,551764,364882,connect,ended,6.0,,,0.0,6.0,late
11372,551774,371354,connect,ended,25.0,,,0.0,25.0,late
11379,558496,348293,connect,ended,-12.0,,,-1.0,48.0,early
11380,558501,371214,connect,ended,99.0,,,1.0,39.0,late
11387,558707,380240,connect,ended,52.0,,,0.0,52.0,late
11395,560431,284713,connect,ended,-45.0,567229.0,600.0,-1.0,15.0,early
11403,560743,280805,connect,ended,8.0,,,0.0,8.0,late
11405,560796,407419,connect,ended,26.0,545608.0,0.0,0.0,26.0,late
11409,561192,328135,connect,ended,-46.0,,,-1.0,14.0,early
11418,548441,299063,connect,ended,-102.0,,,-2.0,18.0,early
11419,548559,352039,connect,ended,19.0,,,0.0,19.0,late
11423,548783,371217,connect,ended,-156.0,,,-3.0,24.0,early
11428,549107,350873,connect,ended,-4.0,547903.0,0.0,-1.0,56.0,early
11429,549149,248889,connect,ended,-29.0,,,-1.0,31.0,early
11432,549289,391618,connect,ended,-814.0,,,-14.0,26.0,early
11434,549437,381787,connect,ended,-6.0,,,-1.0,54.0,early
11438,549662,375621,connect,ended,-170.0,,,-3.0,10.0,early
11443,549800,305155,connect,ended,-42.0,,,-1.0,18.0,early
11452,550553,407432,connect,ended,27.0,,,0.0,27.0,late
11459,550791,254689,connect,ended,59.0,,,0.0,59.0,late
11469,552382,286751,connect,ended,-38.0,,,-1.0,22.0,early
11471,552694,378754,connect,ended,-189.0,,,-4.0,51.0,early
11478,561405,248889,connect,ended,7.0,,,0.0,7.0,late
11480,561530,299063,connect,ended,-5.0,,,-1.0,55.0,early
11486,562046,291932,connect,ended,-40.0,,,-1.0,20.0,early
11490,562317,345080,connect,ended,-9.0,563786.0,210.0,-1.0,51.0,early
11492,562515,396009,connect,ended,-412.0,,,-7.0,8.0,early
11499,563015,326618,connect,ended,-105.0,,,-2.0,15.0,early
11501,559029,411754,connect,ended,-70.0,,,-2.0,50.0,early
11507,559508,403249,connect,ended,-83.0,,,-2.0,37.0,early
11516,560375,335276,connect,ended,140.0,,,2.0,20.0,late
11519,560504,375621,connect,ended,152.0,,,2.0,32.0,late
11527,560874,301301,connect,ended,-496.0,,,-9.0,44.0,early
11530,561208,351549,connect,ended,-70.0,,,-2.0,50.0,early
11532,561590,270867,connect,ended,22.0,554496.0,510.0,0.0,22.0,late
11545,562567,357530,connect,ended,56.0,,,0.0,56.0,late
11551,562833,360551,connect,ended,-10.0,560777.0,330.0,-1.0,50.0,early
11562,552449,371632,connect,ended,-86.0,,,-2.0,34.0,early
11566,552753,399575,connect,ended,-43.0,,,-1.0,17.0,early
11567,552758,384688,connect,ended,-132.0,,,-3.0,48.0,early
11569,553066,300505,connect,ended,77.0,552707.0,90.0,1.0,17.0,late
11589,554605,265239,connect,ended,-431.0,551587.0,90.0,-8.0,49.0,early
11593,554968,246368,connect,ended,-74.0,,,-2.0,46.0,early
11619,539684,383443,connect,ended,-166.0,,,-3.0,14.0,early
11632,540439,336935,connect,ended,106.0,,,1.0,46.0,late
11642,541018,326551,connect,ended,-285.0,,,-5.0,15.0,early
11656,553687,284713,connect,ended,-62.0,,,-2.0,58.0,early
11670,554527,406027,connect,ended,19.0,,,0.0,19.0,late
11672,554608,305525,connect,ended,-13.0,552965.0,270.0,-1.0,47.0,early
11679,555091,364907,connect,ended,35.0,,,0.0,35.0,late
11688,555646,407465,connect,ended,-6.0,553623.0,30.0,-1.0,54.0,early
11696,556059,352921,connect,ended,8.0,,,0.0,8.0,late
11697,556078,212965,connect,ended,-29.0,,,-1.0,31.0,early
11699,556325,396009,connect,ended,-50.0,,,-1.0,10.0,early
11701,556448,285452,connect,ended,14.0,556131.0,30.0,0.0,14.0,late
11708,556791,211860,connect,ended,-69.0,,,-2.0,51.0,early
11715,541226,342699,connect,ended,-71.0,,,-2.0,49.0,early
11718,541656,192179,connect,ended,-58.0,,,-1.0,2.0,early
11728,527812,314456,connect,ended,45.0,,,0.0,45.0,late
11734,528826,405005,connect,ended,6.0,,,0.0,6.0,late
11738,529729,319886,connect,ended,11.0,,,0.0,11.0,late
11740,530014,342710,connect,ended,-21.0,,,-1.0,39.0,early
11746,531276,305525,connect,ended,-145.0,,,-3.0,35.0,early
11767,568417,304392,connect,ended,-16.0,,,-1.0,44.0,early
11769,568472,341861,connect,ended,-21.0,,,-1.0,39.0,early
11770,568627,405142,connect,ended,-45.0,560761.0,660.0,-1.0,15.0,early
11776,569383,407636,connect,ended,55.0,560335.0,60.0,0.0,55.0,late
11786,571453,319886,connect,ended,-14.0,,,-1.0,46.0,early
11787,571867,355444,connect,ended,-176.0,,,-3.0,4.0,early
11788,572143,358982,connect,ended,-320.0,,,-6.0,40.0,early
11794,574223,374741,connect,ended,-35.0,,,-1.0,25.0,early
11806,515659,375421,connect,ended,-1.0,,,-1.0,59.0,early
11842,566475,356106,connect,ended,0.0,,,0.0,0.0,on time
11850,567038,407465,connect,ended,-3.0,566140.0,180.0,-1.0,57.0,early
11859,567859,310918,connect,ended,-14.0,562013.0,600.0,-1.0,46.0,early
11863,568084,214635,connect,ended,-22.0,549978.0,540.0,-1.0,38.0,early
11873,568616,356551,connect,ended,-2.0,,,-1.0,58.0,early
11874,568685,371354,connect,ended,3.0,,,0.0,3.0,late
11878,569062,364882,connect,ended,42.0,566930.0,0.0,0.0,42.0,late
11879,569096,305819,connect,ended,256.0,,,4.0,16.0,late
11881,569501,295830,connect,ended,-9.0,557587.0,120.0,-1.0,51.0,early
11883,569802,346755,connect,ended,92.0,,,1.0,32.0,late
11884,569841,342699,connect,ended,-1057.0,,,-18.0,23.0,early
11891,571604,384657,connect,ended,-40.0,,,-1.0,20.0,early
11902,573002,371354,connect,ended,-1.0,,,-1.0,59.0,early
11907,574378,332582,connect,ended,149.0,,,2.0,29.0,late
11908,574510,371572,connect,ended,944.0,,,15.0,44.0,late
11926,571135,403962,connect,ended,56.0,563253.0,480.0,0.0,56.0,late
11932,572263,290140,connect,ended,-89.0,,,-2.0,31.0,early
11941,556234,296021,connect,ended,-10.0,,,-1.0,50.0,early
11958,557277,162571,connect,ended,-95.0,,,-2.0,25.0,early
11962,557575,296338,connect,ended,267.0,,,4.0,27.0,late
11980,558598,328135,connect,ended,37.0,,,0.0,37.0,late
11982,558627,305525,connect,ended,8.0,559997.0,0.0,0.0,8.0,late
11989,559139,383110,connect,ended,219.0,558448.0,570.0,3.0,39.0,late
11997,559632,308181,connect,ended,33.0,,,0.0,33.0,late
11999,559798,376840,connect,ended,-48.0,558702.0,60.0,-1.0,12.0,early
12000,559847,403265,connect,ended,-162.0,,,-3.0,18.0,early
12002,559952,251815,connect,ended,-50.0,,,-1.0,10.0,early
12005,560465,338243,connect,ended,-50.0,,,-1.0,10.0,early
12021,561325,362433,connect,ended,11.0,,,0.0,11.0,late
12028,561656,360299,connect,ended,0.0,,,0.0,0.0,on time
12029,561694,245154,connect,ended,-47.0,,,-1.0,13.0,early
12033,561925,347208,connect,ended,82.0,,,1.0,22.0,late
12044,562874,349171,connect,ended,13.0,561815.0,600.0,0.0,13.0,late
12055,542471,366981,connect,ended,-98.0,,,-2.0,22.0,early
12057,542555,337131,connect,ended,-5.0,,,-1.0,55.0,early
12067,543005,396483,connect,ended,-152.0,542616.0,0.0,-3.0,28.0,early
12070,543202,357530,connect,ended,-45.0,,,-1.0,15.0,early
12073,543315,289720,connect,ended,-140.0,,,-3.0,40.0,early
12076,543497,341119,connect,ended,2.0,543297.0,30.0,0.0,2.0,late
12083,543911,349678,connect,ended,132.0,532779.0,0.0,2.0,12.0,late
12088,544080,289901,connect,ended,-170.0,548270.0,600.0,-3.0,10.0,early
12091,544254,248889,connect,ended,-6.0,,,-1.0,54.0,early
12099,544603,401871,connect,ended,246.0,558206.0,0.0,4.0,6.0,late
12101,544918,376491,connect,ended,38.0,,,0.0,38.0,late
12106,547723,407586,connect,ended,,,,,,on time
12107,547903,350873,connect,ended,-215.0,,,-4.0,25.0,early
12109,547969,334190,connect,ended,-52.0,,,-1.0,8.0,early
12116,548447,194340,connect,ended,-70.0,,,-2.0,50.0,early
12119,548613,385523,connect,ended,-4.0,,,-1.0,56.0,early
12120,548633,362531,connect,ended,-152.0,,,-3.0,28.0,early
12132,549312,344254,connect,ended,-264.0,,,-5.0,36.0,early
12133,549314,316042,connect,ended,-38.0,,,-1.0,22.0,early
12136,549389,376311,connect,ended,64.0,,,1.0,4.0,late
12138,549733,409993,connect,ended,-316.0,,,-6.0,44.0,early
12144,549927,407055,connect,ended,15.0,,,0.0,15.0,late
12146,550097,381857,connect,ended,-48.0,,,-1.0,12.0,early
12147,550099,334190,connect,ended,-79.0,,,-2.0,41.0,early
12156,572740,391891,connect,ended,304.0,,,5.0,4.0,late
12158,573217,387753,connect,ended,-19.0,,,-1.0,41.0,early
12160,573372,375882,connect,ended,-472.0,,,-8.0,8.0,early
12163,573837,341119,connect,ended,-390.0,,,-7.0,30.0,early
12164,574442,375621,connect,ended,-50.0,,,-1.0,10.0,early
12165,574481,324821,connect,ended,4.0,,,0.0,4.0,late
12183,532216,192575,connect,ended,1.0,,,0.0,1.0,late
12197,534117,220877,connect,ended,-78.0,,,-2.0,42.0,early
12203,534678,383344,connect,ended,164.0,563620.0,240.0,2.0,44.0,late
12205,534853,243208,connect,ended,91.0,,,1.0,31.0,late
12206,505173,362507,connect,ended,-195.0,,,-4.0,45.0,early
12207,506923,211876,connect,ended,-279.0,,,-5.0,21.0,early
12209,510250,317024,connect,ended,-98.0,555935.0,270.0,-2.0,22.0,early
12218,518841,340616,connect,ended,-344.0,,,-6.0,16.0,early
12220,519298,352528,connect,ended,295.0,540649.0,480.0,4.0,55.0,late
12221,519376,252863,connect,ended,16.0,,,0.0,16.0,late
12233,522691,278640,connect,ended,61.0,,,1.0,1.0,late
12239,526953,340333,connect,ended,-111.0,537953.0,300.0,-2.0,9.0,early
12243,527797,367632,connect,ended,-126.0,,,-3.0,54.0,early
12246,528031,362241,connect,ended,95.0,,,1.0,35.0,late
12261,531897,175289,connect,ended,1.0,,,0.0,1.0,late
12266,532488,352921,connect,ended,19.0,,,0.0,19.0,late
12276,533896,310444,connect,ended,265.0,,,4.0,25.0,late
12282,563762,203060,connect,ended,5.0,,,0.0,5.0,late
12283,563792,295830,connect,ended,0.0,,,0.0,0.0,on time
12284,563901,376491,connect,ended,-170.0,559165.0,240.0,-3.0,10.0,early
12287,564228,350374,connect,ended,-106.0,,,-2.0,14.0,early
12288,564339,310781,connect,ended,6.0,,,0.0,6.0,late
12292,564542,397217,connect,ended,-97.0,,,-2.0,23.0,early
12298,564732,414768,connect,ended,-26.0,,,-1.0,34.0,early
12300,564926,385629,connect,ended,-484.0,,,-9.0,56.0,early
12310,565493,216576,connect,ended,57.0,,,0.0,57.0,late
12313,565665,340868,connect,ended,-832.0,,,-14.0,8.0,early
12319,553017,164960,connect,ended,1.0,,,0.0,1.0,late
12320,553031,406124,connect,ended,-45.0,,,-1.0,15.0,early
12333,553994,384396,connect,ended,120.0,,,2.0,0.0,late
12335,554074,360460,connect,ended,-28.0,,,-1.0,32.0,early
12342,554412,399524,connect,ended,-101.0,,,-2.0,19.0,early
12343,554596,340333,connect,ended,112.0,,,1.0,52.0,late
12346,554943,353425,connect,ended,-7.0,,,-1.0,53.0,early
12354,555516,385627,connect,ended,-18.0,,,-1.0,42.0,early
12355,555589,384657,connect,ended,40.0,,,0.0,40.0,late
12358,555681,369542,connect,ended,-113.0,,,-2.0,7.0,early
12362,555922,364922,connect,ended,-11.0,,,-1.0,49.0,early
12364,556016,338584,connect,ended,-49.0,,,-1.0,11.0,early
12367,556221,310576,connect,ended,126.0,,,2.0,6.0,late
12375,556861,392241,connect,ended,-146.0,,,-3.0,34.0,early
12387,562975,344815,connect,ended,-181.0,,,-4.0,59.0,early
12409,514932,401475,connect,ended,36.0,,,0.0,36.0,late
12411,516589,362187,connect,ended,74.0,564118.0,210.0,1.0,14.0,late
12426,523824,393172,connect,ended,43.0,,,0.0,43.0,late
12429,524299,337266,connect,ended,-12.0,,,-1.0,48.0,early
12431,525298,392683,connect,ended,92.0,,,1.0,32.0,late
12435,526733,192179,connect,ended,-94.0,541656.0,720.0,-2.0,26.0,early
12436,526848,366983,connect,ended,-405.0,,,-7.0,15.0,early
12437,526851,397569,connect,ended,25.0,,,0.0,25.0,late
12439,527128,225795,connect,ended,-1438.0,,,-24.0,2.0,early
12468,564556,322016,connect,ended,-18.0,,,-1.0,42.0,early
12473,565100,374741,connect,ended,-71.0,566177.0,0.0,-2.0,49.0,early
12474,565127,385006,connect,ended,,,,,,on time
12483,565569,310444,connect,ended,-110.0,561408.0,570.0,-2.0,10.0,early
12490,565874,390608,connect,ended,-15.0,,,-1.0,45.0,early
12500,535011,369881,connect,ended,5.0,506161.0,120.0,0.0,5.0,late
12502,535132,390702,connect,ended,-13.0,,,-1.0,47.0,early
12518,536634,336935,connect,ended,-813.0,,,-14.0,27.0,early
12523,537439,305525,connect,ended,-181.0,531276.0,660.0,-4.0,59.0,early
12526,537484,358848,connect,ended,27.0,,,0.0,27.0,late
12539,538969,391379,connect,ended,-154.0,,,-3.0,26.0,early
12548,539583,391519,connect,ended,,,,,,on time
12549,539588,392368,connect,ended,-226.0,544319.0,60.0,-4.0,14.0,early
12552,539781,365266,connect,ended,-54.0,,,-1.0,6.0,early
12559,540064,402528,connect,ended,206.0,,,3.0,26.0,late
12560,540156,340014,connect,ended,57.0,,,0.0,57.0,late
12563,540307,398942,connect,ended,2.0,,,0.0,2.0,late
12567,540523,342699,connect,ended,42.0,537316.0,120.0,0.0,42.0,late
12593,542843,255757,connect,ended,-231.0,,,-4.0,9.0,early
12615,550970,365926,connect,ended,596.0,,,9.0,56.0,late
12620,557155,342452,connect,ended,37.0,,,0.0,37.0,late
12624,557343,372809,connect,ended,104.0,,,1.0,44.0,late
12629,557611,333442,connect,ended,-8.0,,,-1.0,52.0,early
12631,557772,392368,connect,ended,-61.0,,,-2.0,59.0,early
12646,558588,375621,connect,ended,41.0,,,0.0,41.0,late
12650,558752,390611,connect,ended,-10.0,,,-1.0,50.0,early
12667,559536,406062,connect,ended,-642.0,,,-11.0,18.0,early
12673,559984,319866,connect,ended,-15.0,,,-1.0,45.0,early
12675,560076,352528,connect,ended,-102.0,561362.0,30.0,-2.0,18.0,early
12683,560904,376406,connect,ended,-17.0,,,-1.0,43.0,early
12686,545169,352650,connect,ended,49.0,540370.0,120.0,0.0,49.0,late
12696,545863,212965,connect,ended,-1095.0,,,-19.0,45.0,early
12710,547055,337219,connect,ended,105.0,,,1.0,45.0,late
12718,556011,245154,connect,ended,99.0,,,1.0,39.0,late
12719,556131,285452,connect,ended,-74.0,,,-2.0,46.0,early
12726,563114,370416,connect,ended,0.0,,,0.0,0.0,on time
12729,563323,336672,connect,ended,-8.0,,,-1.0,52.0,early
12733,563513,295783,connect,ended,,,,,,on time
12741,564277,352745,connect,ended,-81.0,,,-2.0,39.0,early
12747,564519,357860,connect,ended,-129.0,,,-3.0,51.0,early
12748,564573,317770,connect,ended,94.0,,,1.0,34.0,late
12749,564613,320834,connect,ended,28.0,,,0.0,28.0,late
12751,564845,342699,connect,ended,-61.0,565162.0,510.0,-2.0,59.0,early
12755,564914,312078,connect,ended,-542.0,,,-10.0,58.0,early
12762,565765,336416,connect,ended,-42.0,,,-1.0,18.0,early
12763,565961,378111,connect,ended,-20.0,,,-1.0,40.0,early
12766,566108,348482,connect,ended,-110.0,,,-2.0,10.0,early
12768,566140,407465,connect,ended,41.0,,,0.0,41.0,late
12775,566710,373893,connect,ended,122.0,561416.0,420.0,2.0,2.0,late
12777,567126,396435,connect,ended,-1.0,535053.0,420.0,-1.0,59.0,early
12783,567564,387810,connect,ended,-29.0,,,-1.0,31.0,early
12791,539538,373864,connect,ended,-150.0,,,-3.0,30.0,early
12794,539835,359880,connect,ended,-11.0,,,-1.0,49.0,early
12801,540134,314456,connect,ended,62.0,543910.0,60.0,1.0,2.0,late
12808,540370,352650,connect,ended,-322.0,,,-6.0,38.0,early
12812,540453,298429,connect,ended,39.0,,,0.0,39.0,late
12815,540692,194340,connect,ended,-66.0,,,-2.0,54.0,early
12817,540786,289901,connect,ended,-96.0,,,-2.0,24.0,early
12828,566043,309070,connect,ended,2.0,560738.0,300.0,0.0,2.0,late
12829,566181,366164,connect,ended,-24.0,570155.0,30.0,-1.0,36.0,early
12836,566770,345865,connect,ended,-159.0,,,-3.0,21.0,early
12848,567692,402782,connect,ended,-61.0,,,-2.0,59.0,early
12856,568236,384193,connect,ended,146.0,,,2.0,26.0,late
12860,568907,359358,connect,ended,-60.0,,,-1.0,0.0,early
12867,569948,295783,connect,ended,5.0,,,0.0,5.0,late
12868,570040,348526,connect,ended,56.0,,,0.0,56.0,late
12877,571119,355444,connect,ended,-555.0,570983.0,150.0,-10.0,45.0,early
12878,571493,385523,connect,ended,-73.0,,,-2.0,47.0,early
12882,572671,381787,connect,ended,12.0,,,0.0,12.0,late
12886,533793,317572,connect,ended,-17.0,,,-1.0,43.0,early
12890,534021,338243,connect,ended,-57.0,,,-1.0,3.0,early
12893,534342,375944,connect,ended,-71.0,,,-2.0,49.0,early
12898,535080,377591,connect,ended,-82.0,,,-2.0,38.0,early
12911,536588,306450,connect,ended,-64.0,,,-2.0,56.0,early
12926,537967,335276,connect,ended,46.0,540855.0,0.0,0.0,46.0,late
12940,541339,391519,connect,ended,116.0,,,1.0,56.0,late
12955,542394,357860,connect,ended,-9.0,,,-1.0,51.0,early
12962,542805,216148,connect,ended,77.0,,,1.0,17.0,late
12965,567885,342154,connect,ended,-12.0,,,-1.0,48.0,early
12986,570420,316663,connect,ended,-25.0,,,-1.0,35.0,early
12989,570775,214635,connect,ended,-6.0,,,-1.0,54.0,early
12993,571014,245154,connect,ended,5.0,,,0.0,5.0,late
12999,571996,414029,connect,ended,13.0,,,0.0,13.0,late
13004,573184,398586,connect,ended,36.0,,,0.0,36.0,late
13007,573707,383462,connect,ended,-10.0,,,-1.0,50.0,early
13009,574188,358978,connect,ended,-30.0,573147.0,570.0,-1.0,30.0,early
13011,575214,265664,connect,ended,-210.0,,,-4.0,30.0,early
13014,575912,405611,connect,ended,-58.0,574676.0,90.0,-1.0,2.0,early
13015,556273,310576,connect,ended,-20.0,,,-1.0,40.0,early
13022,556588,313772,connect,ended,-68.0,,,-2.0,52.0,early
13037,557352,338969,connect,ended,-10.0,,,-1.0,50.0,early
13045,566948,365635,connect,ended,19.0,,,0.0,19.0,late
13046,567065,403962,connect,ended,-71.0,,,-2.0,49.0,early
13047,567091,402989,connect,ended,-397.0,557053.0,60.0,-7.0,23.0,early
13067,568520,381787,connect,ended,-28.0,,,-1.0,32.0,early
13097,535461,386259,connect,ended,-33.0,543525.0,30.0,-1.0,27.0,early
13098,535531,311707,connect,ended,-3.0,,,-1.0,57.0,early
13102,535996,336935,connect,ended,3.0,,,0.0,3.0,late
13111,536721,367365,connect,ended,29.0,,,0.0,29.0,late
13118,537243,365926,connect,ended,242.0,,,4.0,2.0,late
13119,537283,280224,connect,ended,60.0,,,1.0,0.0,late
13122,537437,307983,connect,ended,-168.0,,,-3.0,12.0,early
13124,537596,226355,connect,ended,-503.0,,,-9.0,37.0,early
13128,537960,390927,connect,ended,31.0,,,0.0,31.0,late
13130,538025,340754,connect,ended,-55.0,,,-1.0,5.0,early
13138,551929,315136,connect,ended,82.0,,,1.0,22.0,late
13142,552138,385523,connect,ended,22.0,537139.0,30.0,0.0,22.0,late
13143,552161,338969,connect,ended,-3.0,,,-1.0,57.0,early
13147,552310,385625,connect,ended,-64.0,552425.0,300.0,-2.0,56.0,early
13148,552492,359485,connect,ended,204.0,,,3.0,24.0,late
13151,547477,359880,connect,ended,-160.0,,,-3.0,20.0,early
13153,547496,343808,connect,ended,-59.0,,,-1.0,1.0,early
13157,547668,369881,connect,ended,13.0,535011.0,0.0,0.0,13.0,late
13160,548125,323889,connect,ended,16.0,,,0.0,16.0,late
13163,548270,289901,connect,ended,-473.0,,,-8.0,7.0,early
13164,548280,278935,connect,ended,170.0,,,2.0,50.0,late
13171,548568,396791,connect,ended,32.0,,,0.0,32.0,late
13174,548812,359045,connect,ended,-91.0,,,-2.0,29.0,early
13185,549666,289720,connect,ended,90.0,,,1.0,30.0,late
13193,561678,316678,connect,ended,-760.0,560439.0,180.0,-13.0,20.0,early
13194,561815,349171,connect,ended,-493.0,,,-9.0,47.0,early
13198,562241,358978,connect,ended,-141.0,,,-3.0,39.0,early
13200,562615,254689,connect,ended,-27.0,,,-1.0,33.0,early
13206,562837,225486,connect,ended,-424.0,,,-8.0,56.0,early
13209,562981,407592,connect,ended,,,,,,on time
13216,563487,338969,connect,ended,-60.0,564381.0,600.0,-1.0,0.0,early
13223,563988,339138,connect,ended,-5.0,,,-1.0,55.0,early
13227,564086,331337,connect,ended,50.0,,,0.0,50.0,late
13229,564384,398152,connect,ended,-2.0,562529.0,720.0,-1.0,58.0,early
13231,564701,285452,connect,ended,-35.0,,,-1.0,25.0,early
13237,564957,401869,connect,ended,10.0,,,0.0,10.0,late
13246,565397,389565,connect,ended,-1.0,563832.0,660.0,-1.0,59.0,early
13278,553497,310219,connect,ended,,,,,,on time
13283,553809,308073,connect,ended,207.0,,,3.0,27.0,late
13287,554040,392241,connect,ended,-113.0,,,-2.0,7.0,early
13292,554535,203963,connect,ended,-51.0,,,-1.0,9.0,early
13293,554652,390702,connect,ended,-24.0,,,-1.0,36.0,early
13298,554901,251447,connect,ended,-41.0,552582.0,210.0,-1.0,19.0,early
13299,554958,312603,connect,ended,183.0,,,3.0,3.0,late
13303,555665,357530,connect,ended,-14.0,,,-1.0,46.0,early
13304,555687,385629,connect,ended,98.0,,,1.0,38.0,late
13305,555751,308038,connect,ended,-193.0,,,-4.0,47.0,early
13313,556467,369938,connect,ended,-105.0,547952.0,240.0,-2.0,15.0,early
13322,557292,301389,connect,ended,173.0,,,2.0,53.0,late
13328,557660,289234,connect,ended,-8.0,,,-1.0,52.0,early
13338,558327,383443,connect,ended,78.0,566342.0,60.0,1.0,18.0,late
13343,558692,338969,connect,ended,,552161.0,660.0,,,on time
13359,559454,370416,connect,ended,-51.0,,,-1.0,9.0,early
13363,559724,383462,connect,ended,-39.0,556319.0,660.0,-1.0,21.0,early
13366,560034,261709,connect,ended,180.0,,,3.0,0.0,late
13368,543577,356106,connect,ended,-13.0,541079.0,120.0,-1.0,47.0,early
13370,543712,394928,connect,ended,-17.0,,,-1.0,43.0,early
13371,543769,307983,connect,ended,48.0,,,0.0,48.0,late
13380,544199,390590,connect,ended,-89.0,,,-2.0,31.0,early
13381,544222,379751,connect,ended,-238.0,,,-4.0,2.0,early
13383,534651,349678,connect,ended,-132.0,,,-3.0,48.0,early
13386,535022,300528,connect,ended,4.0,,,0.0,4.0,late
13388,535185,401281,connect,ended,-500.0,,,-9.0,40.0,early
13397,536162,390073,connect,ended,4.0,,,0.0,4.0,late
13410,537174,350873,connect,ended,-15.0,,,-1.0,45.0,early
13415,537237,289112,connect,ended,-21.0,,,-1.0,39.0,early
13420,537683,391618,connect,ended,54.0,549289.0,60.0,0.0,54.0,late
13421,537704,357530,connect,ended,-116.0,,,-2.0,4.0,early
13429,538244,347208,connect,ended,23.0,,,0.0,23.0,late
13432,538544,357860,connect,ended,186.0,,,3.0,6.0,late
13433,538611,338947,connect,ended,-972.0,,,-17.0,48.0,early
13438,538875,334190,connect,ended,-875.0,543805.0,0.0,-15.0,25.0,early
13441,539288,377219,connect,ended,-188.0,,,-4.0,52.0,early
13449,544377,365926,connect,ended,19.0,,,0.0,19.0,late
13451,544593,364160,connect,ended,-141.0,,,-3.0,39.0,early
13453,544722,366981,connect,ended,-822.0,,,-14.0,18.0,early
13467,545952,366983,connect,ended,40.0,,,0.0,40.0,late
13468,546275,394656,connect,ended,-663.0,,,-12.0,57.0,early
13477,552707,300505,connect,ended,-92.0,,,-2.0,28.0,early
13481,553369,337414,connect,ended,267.0,,,4.0,27.0,late
13484,553587,317770,connect,ended,7.0,,,0.0,7.0,late
13489,553856,308038,connect,ended,2.0,,,0.0,2.0,late
13495,554562,326551,connect,ended,-29.0,,,-1.0,31.0,early
13497,554925,350873,connect,ended,-48.0,,,-1.0,12.0,early
13499,555082,336349,connect,ended,-22.0,,,-1.0,38.0,early
13500,555196,342452,connect,ended,-333.0,,,-6.0,27.0,early
13501,555334,340616,connect,ended,8.0,,,0.0,8.0,late
13510,555908,374741,connect,ended,-75.0,,,-2.0,45.0,early
13523,556573,300505,connect,ended,-45.0,552826.0,630.0,-1.0,15.0,early
